CustomerID,FirstName,LastName,DateOfBirth,Age,Gender,Email,PhoneNumber,Address,City,State,ZipCode,Occupation,AnnualIncome,MonthlyIncome,EmploymentLength_Months,NumCreditAccounts,CreditHistoryLength_Months,TotalCreditLimit,TotalCreditBalance,CreditUtilizationRatio,NumLatePayments,NumMissedPayments,PaymentHistoryPct,NumLoans,TotalLoanAmount,MonthlyDebtPayment,DebtToIncomeRatio,NumHardInquiries,NumDerogatoryMarks,Bankruptcy,TaxLiens,ApplicationDate,LastPaymentDate,CreditMix,AccountStatus,InterestRate,CreditScore,CreditScoreCategory
C011,Matthew,Taylor,1991-06-14,33,Male,m.taylor@email.com,555-0111,567 Poplar Avenue,Nashville,TN,37201,Mechanic,52000,4333.33,72,4,108,42000,16800,0.40,4,2,93.5,2,32000,1580,0.36,4,2,No,No,2024-03-05,2024-10-15,Poor,Active,13.8,595,Poor
C012,Lauren,White,1986-01-20,38,Female,l.white@email.com,555-0112,234 Magnolia Drive,Charlotte,NC,28201,Pharmacist,98000,8166.67,96,9,168,105000,21000,0.20,0,0,100.0,1,55000,2280,0.28,1,0,No,No,2024-01-18,2024-11-17,Good,Active,6.2,765,Good
C013,Daniel,Harris,1994-09-03,30,Male,d.harris@email.com,555-0113,678 Dogwood Lane,Minneapolis,MN,55401,Web Developer,75000,6250.00,42,6,78,68000,27200,0.40,2,1,96.8,1,28000,1520,0.24,3,0,No,No,2024-02-28,2024-11-05,Fair,Active,9.5,655,Fair
C014,Michelle,Clark,1983-07-11,41,Female,m.clark@email.com,555-0114,890 Sycamore Road,Indianapolis,IN,46201,Operations Manager,88000,7333.33,114,8,180,95000,14250,0.15,1,0,99.3,2,52000,2150,0.29,1,0,No,No,2024-01-12,2024-11-14,Good,Active,6.9,735,Good
C015,Joshua,Lewis,1989-11-27,35,Male,j.lewis@email.com,555-0115,345 Cypress Court,Columbus,OH,43201,Electrician,64000,5333.33,90,5,120,58000,17400,0.30,2,0,98.0,2,40000,1680,0.32,2,0,No,No,2024-02-10,2024-11-11,Fair,Active,8.8,675,Fair
C016,Nicole,Walker,1981-04-09,43,Female,n.walker@email.com,555-0116,789 Redwood Street,San Antonio,TX,78201,Project Manager,92000,7666.67,126,9,198,108000,16200,0.15,0,0,100.0,1,58000,2320,0.30,0,0,No,No,2024-01-08,2024-11-21,Excellent,Active,5.9,775,Good
C017,Andrew,Hall,1996-12-16,28,Male,a.hall@email.com,555-0117,456 Beech Way,Las Vegas,NV,89101,Bartender,42000,3500.00,24,3,48,28000,14000,0.50,5,2,91.2,1,18000,980,0.28,5,2,No,No,2024-03-15,2024-10-20,Poor,Active,15.5,580,Poor
C018,Stephanie,Allen,1984-08-24,40,Female,s.allen@email.com,555-0118,123 Walnut Avenue,Detroit,MI,48201,Business Analyst,79000,6583.33,102,7,156,82000,16400,0.20,1,0,99.1,2,44000,1950,0.30,1,0,No,No,2024-01-22,2024-11-13,Good,Active,7.2,725,Good
C019,Kevin,Young,1990-03-07,34,Male,k.young@email.com,555-0119,567 Chestnut Drive,Philadelphia,PA,19101,Construction Worker,58000,4833.33,66,4,90,45000,18000,0.40,3,1,95.5,2,36000,1620,0.34,3,1,No,No,2024-02-25,2024-10-25,Fair,Active,11.0,635,Fair
C020,Rebecca,King,1979-10-30,45,Female,r.king@email.com,555-0120,890 Laurel Road,Houston,TX,77001,Dentist,125000,10416.67,180,11,228,145000,21750,0.15,0,0,100.0,1,75000,2850,0.27,0,0,No,No,2024-01-03,2024-11-22,Excellent,Active,5.5,800,Excellent
C021,Brian,Scott,1987-05-14,37,Male,b.scott@email.com,555-0121,234 Forest Lane,Sacramento,CA,94203,Civil Engineer,86000,7166.67,108,7,156,88000,17600,0.20,1,0,99.0,2,51000,2180,0.30,1,0,No,No,2024-01-14,2024-11-16,Good,Active,6.7,745,Good
C022,Angela,Green,1992-09-21,32,Female,a.green@email.com,555-0122,567 Valley Road,Tampa,FL,33601,Real Estate Agent,73000,6083.33,54,6,102,69000,20700,0.30,2,0,98.3,1,31000,1520,0.25,2,0,No,No,2024-02-08,2024-11-09,Fair,Active,8.4,685,Fair
C023,Ryan,Adams,1985-12-03,39,Male,r.adams@email.com,555-0123,890 Summit Street,Kansas City,MO,64101,Police Officer,67000,5583.33,144,6,168,64000,12800,0.20,1,0,99.1,2,38000,1680,0.30,1,0,No,No,2024-01-19,2024-11-17,Good,Active,7.1,730,Good
C024,Melissa,Baker,1989-03-28,35,Female,m.baker@email.com,555-0124,345 Ridge Avenue,Baltimore,MD,21201,Social Worker,54000,4500.00,78,5,114,48000,19200,0.40,3,1,96.0,2,33000,1560,0.35,3,1,No,No,2024-02-22,2024-10-31,Fair,Active,11.5,640,Fair
C025,Brandon,Nelson,1983-07-16,41,Male,b.nelson@email.com,555-0125,678 Canyon Drive,Tucson,AZ,85701,Restaurant Manager,61000,5083.33,120,5,156,58000,14500,0.25,2,0,98.0,1,27000,1420,0.28,2,0,No,No,2024-01-27,2024-11-12,Fair,Active,8.6,695,Fair
C026,Lisa,Carter,1991-11-09,33,Female,l.carter@email.com,555-0126,123 Beach Boulevard,Virginia Beach,VA,23451,Veterinarian,91000,7583.33,66,8,126,96000,19200,0.20,1,0,99.2,1,48000,2120,0.28,1,0,No,No,2024-02-05,2024-11-14,Good,Active,6.6,755,Good
C027,Jason,Mitchell,1986-04-25,38,Male,j.mitchell@email.com,555-0127,456 Park Place,Milwaukee,WI,53201,Journalist,63000,5250.00,102,6,138,62000,18600,0.30,2,0,98.5,2,36000,1640,0.31,2,0,No,No,2024-02-12,2024-11-10,Fair,Active,8.9,690,Fair
C028,Karen,Perez,1984-08-12,40,Female,k.perez@email.com,555-0128,789 Mountain View,Albuquerque,NM,87101,Architect,89000,7416.67,132,8,180,94000,18800,0.20,0,0,100.0,2,52000,2240,0.30,1,0,No,No,2024-01-11,2024-11-19,Good,Active,6.4,760,Good
C029,Justin,Roberts,1993-01-30,31,Male,j.roberts@email.com,555-0129,234 Lake Drive,Orlando,FL,32801,Physical Therapist,76000,6333.33,60,6,96,72000,21600,0.30,2,0,98.2,1,34000,1580,0.25,2,0,No,No,2024-02-18,2024-11-11,Fair,Active,8.3,680,Fair
C030,Nancy,Turner,1980-06-18,44,Female,n.turner@email.com,555-0130,567 River Road,Memphis,TN,38103,School Principal,84000,7000.00,180,8,216,89000,13350,0.15,0,0,100.0,2,49000,2080,0.30,0,0,No,No,2024-01-06,2024-11-20,Excellent,Active,5.7,785,Good
C031,Eric,Phillips,1988-10-07,36,Male,e.phillips@email.com,555-0131,890 Harbor Street,Long Beach,CA,90801,Pilot,105000,8750.00,96,9,144,115000,23000,0.20,1,0,99.3,1,62000,2520,0.29,1,0,No,No,2024-01-16,2024-11-18,Good,Active,6.1,770,Good
C032,Betty,Campbell,1977-02-14,47,Female,b.campbell@email.com,555-0132,345 Garden Avenue,Raleigh,NC,27601,Librarian,52000,4333.33,216,5,240,48000,14400,0.30,1,0,99.0,1,26000,1280,0.30,1,0,No,No,2024-01-21,2024-11-15,Good,Active,7.4,715,Good
C033,Jonathan,Parker,1990-08-29,34,Male,j.parker@email.com,555-0133,678 Hill Street,Pittsburgh,PA,15201,Chef,57000,4750.00,72,5,108,54000,16200,0.30,2,0,98.1,2,32000,1480,0.31,2,0,No,No,2024-02-14,2024-11-09,Fair,Active,8.7,685,Fair
C034,Helen,Evans,1985-05-06,39,Female,h.evans@email.com,555-0134,123 Sunset Drive,Fresno,CA,93701,Occupational Therapist,71000,5916.67,114,7,156,72000,14400,0.20,1,0,99.1,1,38000,1720,0.29,1,0,No,No,2024-01-23,2024-11-13,Good,Active,7.0,735,Good
C035,Tyler,Edwards,1994-12-19,30,Male,t.edwards@email.com,555-0135,456 Plains Road,Oklahoma City,OK,73101,Insurance Agent,65000,5416.67,48,5,84,62000,18600,0.30,2,0,98.0,1,29000,1450,0.27,2,0,No,No,2024-02-26,2024-11-07,Fair,Active,8.5,680,Fair
C036,Sandra,Collins,1982-09-24,42,Female,s.collins@email.com,555-0136,789 Creek Lane,Louisville,KY,40201,Court Reporter,60000,5000.00,138,6,180,61000,12200,0.20,1,0,99.2,2,35000,1620,0.32,1,0,No,No,2024-01-13,2024-11-16,Good,Active,7.3,725,Good
C037,Aaron,Stewart,1987-03-11,37,Male,a.stewart@email.com,555-0137,234 Desert Avenue,Mesa,AZ,85201,Network Administrator,78000,6500.00,102,7,132,79000,23700,0.30,2,0,98.4,2,43000,1920,0.30,2,0,No,No,2024-02-09,2024-11-11,Fair,Active,8.1,690,Fair
C038,Donna,Sanchez,1979-07-27,45,Female,d.sanchez@email.com,555-0138,567 Stone Path,Omaha,NE,68101,Paralegal,66000,5500.00,156,7,192,68000,13600,0.20,0,0,100.0,2,39000,1760,0.32,1,0,No,No,2024-01-09,2024-11-19,Good,Active,6.8,750,Good
C039,Adam,Morris,1991-11-15,33,Male,a.morris@email.com,555-0139,890 Meadow Lane,Reno,NV,89501,Casino Dealer,48000,4000.00,66,4,96,42000,16800,0.40,3,1,96.5,2,28000,1380,0.35,3,1,No,No,2024-02-21,2024-10-29,Fair,Active,10.8,645,Fair
C040,Carol,Rogers,1986-01-08,38,Female,c.rogers@email.com,555-0140,345 Woodland Drive,Rochester,NY,14601,Museum Curator,69000,5750.00,108,6,144,70000,14000,0.20,1,0,99.0,1,37000,1680,0.29,1,0,No,No,2024-01-25,2024-11-14,Good,Active,7.2,720,Good
C041,Jose,Reed,1984-04-20,40,Male,j.reed@email.com,555-0141,678 Bridge Street,Richmond,VA,23219,Construction Foreman,72000,6000.00,144,6,168,71000,21300,0.30,2,0,98.6,2,41000,1820,0.30,2,0,No,No,2024-02-03,2024-11-12,Fair,Active,8.0,695,Fair
C042,Ruth,Cook,1989-09-13,35,Female,r.cook@email.com,555-0142,123 Tower Avenue,Baton Rouge,LA,70801,Speech Therapist,64000,5333.33,84,6,120,63000,18900,0.30,2,0,98.3,1,32000,1520,0.29,2,0,No,No,2024-02-16,2024-11-10,Fair,Active,8.4,685,Fair
C043,Nathan,Morgan,1983-06-05,41,Male,n.morgan@email.com,555-0143,456 Castle Road,Spokane,WA,99201,Firefighter,69000,5750.00,156,7,180,70000,14000,0.20,1,0,99.2,2,40000,1780,0.31,1,0,No,No,2024-01-17,2024-11-15,Good,Active,6.9,740,Good
C044,Sharon,Bell,1992-02-22,32,Female,s.bell@email.com,555-0144,789 Spring Street,Des Moines,IA,50301,Human Resources,59000,4916.67,60,5,96,57000,17100,0.30,2,0,98.1,2,33000,1540,0.31,2,0,No,No,2024-02-23,2024-11-08,Fair,Active,8.6,680,Fair
C045,Zachary,Murphy,1988-12-10,36,Male,z.murphy@email.com,555-0145,234 Vista Drive,Anaheim,CA,92801,Electrician,67000,5583.33,96,6,132,66000,19800,0.30,2,0,98.4,1,35000,1620,0.29,2,0,No,No,2024-02-11,2024-11-11,Fair,Active,8.2,690,Fair
C046,Michelle,Bailey,1981-08-17,43,Female,m.bailey@email.com,555-0146,567 Skyline Boulevard,Anchorage,AK,99501,Wildlife Biologist,77000,6416.67,132,7,168,78000,15600,0.20,1,0,99.1,2,44000,1920,0.30,1,0,No,No,2024-01-12,2024-11-17,Good,Active,6.7,745,Good
C047,Kyle,Rivera,1995-04-03,29,Male,k.rivera@email.com,555-0147,890 Palm Avenue,Honolulu,HI,96801,Tour Guide,51000,4250.00,42,4,72,46000,18400,0.40,3,1,96.2,2,29000,1420,0.33,3,1,No,No,2024-03-02,2024-10-30,Fair,Active,11.2,635,Fair
C048,Laura,Cooper,1987-10-28,37,Female,l.cooper@email.com,555-0148,345 Coral Street,Fort Lauderdale,FL,33301,Interior Designer,68000,5666.67,102,6,138,67000,20100,0.30,2,0,98.5,1,36000,1680,0.30,2,0,No,No,2024-02-07,2024-11-12,Fair,Active,8.3,685,Fair
C049,Ethan,Richardson,1990-07-14,34,Male,e.richardson@email.com,555-0149,678 Pearl Lane,Tulsa,OK,74101,Petroleum Engineer,94000,7833.33,78,8,114,98000,19600,0.20,1,0,99.2,1,52000,2180,0.28,1,0,No,No,2024-01-29,2024-11-13,Good,Active,6.3,760,Good
C050,Dorothy,Cox,1979-01-19,45,Female,d.cox@email.com,555-0150,123 Ruby Road,Little Rock,AR,72201,Pharmacist,87000,7250.00,192,8,216,91000,18200,0.20,0,0,100.0,2,50000,2120,0.29,0,0,No,No,2024-01-07,2024-11-20,Excellent,Active,5.9,775,Good
C051,Paul,Howard,1986-05-23,38,Male,p.howard@email.com,555-0151,456 Diamond Street,Wichita,KS,67201,Air Traffic Controller,98000,8166.67,114,9,156,102000,20400,0.20,1,0,99.3,1,56000,2320,0.28,1,0,No,No,2024-01-18,2024-11-16,Good,Active,6.2,765,Good
C052,Patricia,Ward,1993-09-08,31,Female,p.ward@email.com,555-0152,789 Emerald Avenue,Boise,ID,83701,Veterinary Tech,53000,4416.67,54,5,90,51000,15300,0.30,2,0,98.0,2,30000,1440,0.33,2,0,No,No,2024-02-24,2024-11-09,Fair,Active,8.8,675,Fair
C053,Gregory,Torres,1985-11-26,39,Male,g.torres@email.com,555-0153,234 Sapphire Drive,Sioux Falls,SD,57101,Agricultural Manager,74000,6166.67,120,7,144,75000,15000,0.20,1,0,99.0,2,42000,1840,0.30,1,0,No,No,2024-01-22,2024-11-15,Good,Active,7.1,730,Good
C054,Christine,Peterson,1990-03-15,34,Female,c.peterson@email.com,555-0154,567 Topaz Lane,Madison,WI,53701,Environmental Scientist,71000,5916.67,72,6,108,70000,21000,0.30,2,0,98.3,1,38000,1740,0.29,2,0,No,No,2024-02-13,2024-11-10,Fair,Active,8.5,680,Fair
C055,Dennis,Gray,1982-07-02,42,Male,d.gray@email.com,555-0155,890 Opal Street,Charleston,SC,29401,Marine Biologist,76000,6333.33,138,7,168,77000,15400,0.20,1,0,99.1,2,43000,1880,0.30,1,0,No,No,2024-01-11,2024-11-17,Good,Active,6.8,740,Good
C056,Deborah,Ramirez,1988-12-29,36,Female,d.ramirez@email.com,555-0156,345 Jade Avenue,Columbia,SC,29201,Event Planner,62000,5166.67,90,6,126,61000,18300,0.30,2,0,98.4,2,35000,1620,0.31,2,0,No,No,2024-02-06,2024-11-12,Fair,Active,8.4,685,Fair
C057,Raymond,James,1984-04-16,40,Male,r.james@email.com,555-0157,678 Amber Road,Tacoma,WA,98401,Plumber,65000,5416.67,144,6,168,64000,19200,0.30,2,0,98.6,1,36000,1660,0.31,2,0,No,No,2024-02-04,2024-11-11,Fair,Active,8.3,690,Fair
C058,Carolyn,Watson,1991-08-11,33,Female,c.watson@email.com,555-0158,123 Garnet Street,Worcester,MA,01601,Actuary,92000,7666.67,66,8,108,95000,19000,0.20,1,0,99.2,1,51000,2180,0.28,1,0,No,No,2024-01-31,2024-11-14,Good,Active,6.4,755,Good
C059,Samuel,Brooks,1987-02-25,37,Male,s.brooks@email.com,555-0159,456 Citrine Lane,Springfield,MA,01101,Electrician,66000,5500.00,108,6,138,65000,19500,0.30,2,0,98.5,2,37000,1680,0.31,2,0,No,No,2024-02-10,2024-11-10,Fair,Active,8.2,685,Fair
C060,Kimberly,Kelly,1983-10-07,41,Female,k.kelly@email.com,555-0160,789 Quartz Avenue,Grand Rapids,MI,49501,Occupational Therapist,73000,6083.33,132,7,168,74000,14800,0.20,1,0,99.1,2,41000,1820,0.30,1,0,No,No,2024-01-15,2024-11-16,Good,Active,6.9,735,Good
C061,Frank,Sanders,1989-06-19,35,Male,f.sanders@email.com,555-0161,234 Marble Street,Salt Lake City,UT,84101,Software Tester,69000,5750.00,84,6,120,68000,20400,0.30,2,0,98.3,1,37000,1720,0.30,2,0,No,No,2024-02-17,2024-11-09,Fair,Active,8.4,680,Fair
C062,Barbara,Price,1986-01-30,38,Female,b.price@email.com,555-0162,567 Granite Drive,Knoxville,TN,37901,Clinical Psychologist,83000,6916.67,102,8,156,86000,17200,0.20,1,0,99.2,2,47000,2060,0.30,1,0,No,No,2024-01-20,2024-11-15,Good,Active,6.6,750,Good
C063,Larry,Bennett,1992-05-12,32,Male,l.bennett@email.com,555-0163,890 Slate Lane,Providence,RI,02901,Web Designer,61000,5083.33,60,5,96,59000,17700,0.30,2,0,98.1,2,34000,1560,0.31,2,0,No,No,2024-02-19,2024-11-08,Fair,Active,8.6,680,Fair
C064,Linda,Wood,1980-11-24,44,Female,l.wood@email.com,555-0164,345 Limestone Road,Huntsville,AL,35801,Aerospace Engineer,96000,8000.00,156,9,192,101000,20200,0.20,0,0,100.0,1,55000,2280,0.29,1,0,No,No,2024-01-08,2024-11-19,Excellent,Active,5.8,780,Good
C065,Albert,Barnes,1988-07-18,36,Male,a.barnes@email.com,555-0165,678 Sandstone Street,Mobile,AL,36601,Maritime Officer,71000,5916.67,96,6,132,70000,21000,0.30,2,0,98.4,1,39000,1780,0.30,2,0,No,No,2024-02-08,2024-11-11,Fair,Active,8.3,685,Fair
C066,Martha,Ross,1985-03-06,39,Female,m.ross@email.com,555-0166,123 Cobblestone Avenue,Shreveport,LA,71101,Physical Therapist,68000,5666.67,114,7,156,69000,13800,0.20,1,0,99.1,2,39000,1740,0.31,1,0,No,No,2024-01-24,2024-11-14,Good,Active,7.0,735,Good
C067,Eugene,Henderson,1991-09-29,33,Male,e.henderson@email.com,555-0167,456 Pebble Lane,Eugene,OR,97401,Geologist,74000,6166.67,66,6,102,72000,21600,0.30,2,0,98.2,1,40000,1820,0.30,2,0,No,No,2024-02-15,2024-11-10,Fair,Active,8.5,680,Fair
C068,Teresa,Coleman,1984-12-14,40,Female,t.coleman@email.com,555-0168,789 Flagstone Drive,Dayton,OH,45401,Quality Assurance Manager,79000,6583.33,132,7,168,80000,16000,0.20,1,0,99.2,2,45000,1960,0.30,1,0,No,No,2024-01-13,2024-11-16,Good,Active,6.8,740,Good
C069,Carl,Jenkins,1990-04-27,34,Male,c.jenkins@email.com,555-0169,234 Shale Street,Salem,OR,97301,Forest Ranger,56000,4666.67,72,5,108,54000,16200,0.30,2,0,98.0,2,31000,1480,0.32,2,0,No,No,2024-02-20,2024-11-09,Fair,Active,8.7,675,Fair
C070,Frances,Perry,1987-08-03,37,Female,f.perry@email.com,555-0170,567 Basalt Avenue,Santa Rosa,CA,95401,Wine Distributor,70000,5833.33,102,6,138,69000,20700,0.30,2,0,98.5,1,38000,1740,0.30,2,0,No,No,2024-02-09,2024-11-11,Fair,Active,8.4,685,Fair
C071,Arthur,Powell,1982-01-20,42,Male,a.powell@email.com,555-0171,890 Pumice Lane,Peoria,IL,61601,Industrial Engineer,82000,6833.33,138,8,180,85000,17000,0.20,1,0,99.3,2,47000,2040,0.30,1,0,No,No,2024-01-10,2024-11-17,Good,Active,6.5,750,Good
C072,Marilyn,Long,1989-06-15,35,Female,m.long@email.com,555-0172,345 Lava Road,Rockford,IL,61101,Dental Hygienist,59000,4916.67,84,5,120,58000,17400,0.30,2,0,98.3,2,33000,1540,0.31,2,0,No,No,2024-02-12,2024-11-10,Fair,Active,8.6,680,Fair
C073,Russell,Patterson,1986-10-08,38,Male,r.patterson@email.com,555-0173,678 Cliff Street,Lansing,MI,48901,State Legislator,75000,6250.00,108,7,144,76000,15200,0.20,1,0,99.0,2,42000,1840,0.29,1,0,No,No,2024-01-26,2024-11-14,Good,Active,7.1,730,Good
C074,Shirley,Hughes,1993-02-11,31,Female,s.hughes@email.com,555-0174,123 Canyon Boulevard,Fargo,ND,58101,Agricultural Scientist,63000,5250.00,54,5,90,61000,18300,0.30,2,0,98.1,1,34000,1580,0.30,2,0,No,No,2024-02-25,2024-11-08,Fair,Active,8.5,680,Fair
C075,Roy,Flores,1985-07-28,39,Male,r.flores@email.com,555-0175,456 Mesa Drive,Billings,MT,59101,Mining Engineer,86000,7166.67,120,8,156,88000,17600,0.20,1,0,99.2,2,49000,2120,0.30,1,0,No,No,2024-01-17,2024-11-15,Good,Active,6.6,745,Good
C076,Judy,Washington,1990-11-05,34,Female,j.washington@email.com,555-0176,789 Butte Avenue,Sioux City,IA,51101,Dietitian,58000,4833.33,66,5,102,57000,17100,0.30,2,0,98.2,2,32000,1520,0.31,2,0,No,No,2024-02-14,2024-11-09,Fair,Active,8.4,685,Fair
C077,Louis,Butler,1983-04-19,41,Male,l.butler@email.com,555-0177,234 Valley View,Missoula,MT,59801,Park Ranger,54000,4500.00,144,5,168,52000,15600,0.30,2,0,98.6,1,29000,1380,0.31,2,0,No,No,2024-01-21,2024-11-13,Fair,Active,8.8,690,Fair
C078,Doris,Simmons,1988-09-12,36,Female,d.simmons@email.com,555-0178,567 Ridge Lane,Rapid City,SD,57701,Museum Director,67000,5583.33,96,6,132,66000,19800,0.30,2,0,98.4,1,37000,1700,0.30,2,0,No,No,2024-02-07,2024-11-11,Fair,Active,8.3,685,Fair
C079,Willie,Foster,1991-01-26,33,Male,w.foster@email.com,555-0179,890 Summit View,Bismarck,ND,58501,Agricultural Inspector,60000,5000.00,72,5,108,59000,17700,0.30,2,0,98.1,2,34000,1580,0.32,2,0,No,No,2024-02-18,2024-11-09,Fair,Active,8.6,680,Fair
C080,Gloria,Bryant,1986-06-20,38,Female,g.bryant@email.com,555-0180,345 Peak Drive,Great Falls,MT,59401,Radiation Therapist,72000,6000.00,108,7,144,72000,14400,0.20,1,0,99.1,2,41000,1820,0.30,1,0,No,No,2024-01-19,2024-11-14,Good,Active,7.0,735,Good
C081,Philip,Alexander,1984-12-03,40,Male,p.alexander@email.com,555-0181,678 Crest Avenue,Casper,WY,82601,Petroleum Geologist,89000,7416.67,132,8,168,92000,18400,0.20,1,0,99.2,2,51000,2180,0.29,1,0,No,No,2024-01-14,2024-11-16,Good,Active,6.7,750,Good
C082,Virginia,Griffin,1992-08-17,32,Female,v.griffin@email.com,555-0182,123 Highland Road,Cheyenne,WY,82001,Wildlife Manager,62000,5166.67,60,5,96,60000,18000,0.30,2,0,98.1,2,35000,1600,0.31,2,0,No,No,2024-02-21,2024-11-08,Fair,Active,8.5,680,Fair
C083,Douglas,Diaz,1987-03-24,37,Male,d.diaz@email.com,555-0183,456 Terrace Lane,Laramie,WY,82070,University Professor,76000,6333.33,102,7,138,77000,15400,0.20,1,0,99.0,2,43000,1880,0.30,1,0,No,No,2024-01-27,2024-11-13,Good,Active,7.1,730,Good
C084,Ann,Hayes,1989-10-09,35,Female,a.hayes@email.com,555-0184,789 Slope Street,Jackson,WY,83001,Ski Instructor,52000,4333.33,78,4,108,49000,19600,0.40,3,1,96.3,2,30000,1460,0.34,3,1,No,No,2024-02-27,2024-10-31,Fair,Active,11.3,640,Fair
C085,Bruce,Myers,1985-05-31,39,Male,b.myers@email.com,555-0185,234 Overlook Drive,Pocatello,ID,83201,Chemical Engineer,84000,7000.00,120,8,156,86000,17200,0.20,1,0,99.2,2,48000,2080,0.30,1,0,No,No,2024-01-12,2024-11-15,Good,Active,6.8,745,Good
C086,Mildred,Ford,1991-11-22,33,Female,m.ford@email.com,555-0186,567 Horizon Avenue,Idaho Falls,ID,83401,Nuclear Technician,70000,5833.33,66,6,102,69000,20700,0.30,2,0,98.2,1,38000,1760,0.30,2,0,No,No,2024-02-16,2024-11-10,Fair,Active,8.4,685,Fair
C087,Wayne,Hamilton,1983-07-15,41,Male,w.hamilton@email.com,555-0187,890 Vista Point,Coeur d'Alene,ID,83814,Hotel Manager,65000,5416.67,138,6,168,64000,19200,0.30,2,0,98.6,1,36000,1660,0.31,2,0,No,No,2024-01-09,2024-11-17,Fair,Active,8.3,690,Fair
C088,Evelyn,Graham,1988-02-28,36,Female,e.graham@email.com,555-0188,345 Skyview Lane,Bend,OR,97701,Physical Therapist,69000,5750.00,96,6,132,68000,20400,0.30,2,0,98.4,2,38000,1740,0.30,2,0,No,No,2024-02-05,2024-11-12,Fair,Active,8.2,685,Fair
C089,Gerald,Sullivan,1990-09-04,34,Male,g.sullivan@email.com,555-0189,678 Mountain Ridge,Medford,OR,97501,Forestry Technician,58000,4833.33,72,5,108,57000,17100,0.30,2,0,98.1,2,33000,1540,0.32,2,0,No,No,2024-02-19,2024-11-09,Fair,Active,8.6,680,Fair
